Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,Benign,Cluster
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.1230985133440787,0.134562264047731,-0.3895524884500108,-0.8188530899947112,0.2744738301803158,1.3415280115286483,-0.0105673121847817,1,2
-0.4814000303622749,-0.003990884127338,-0.0752535661990067,-0.0437912015588416,1.8015164456709116,-0.0236888335505736,-0.0143580440643442,0.0298703905632253,0.4661608023099329,0.1995030175418707,0.5839553578947314,-0.9761855253692708,2.3159865783794373,-0.0105206773603804,1,2
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.1012458127858924,-0.3075691203018715,-0.3895524884500108,-0.3512502740315636,0.2744738301803158,-0.8225820556858118,-0.0004193897027018,0,1
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.1230985133440787,-0.1970362742144708,-0.3895524884500108,-0.8188530899947112,0.2744738301803158,1.3415280115286483,-0.0105650035301083,1,2
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.1303827468634742,-0.4181019663892721,-0.3895524884500108,-0.8188530899947112,0.2744738301803158,-0.8225820556858118,-0.0106467299055441,0,1
-0.4814000303622749,-0.0039952175907102,-0.0689061189273748,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.1230985133440787,4.224277569281554,-0.3895524884500108,-0.8188530899947112,0.2744738301803158,1.3435581335429208,-0.010571006032259,1,2
2.07169073818728,-0.0039952175907102,-0.078851854188753,-0.0437912015588416,0.2289896923776208,-0.0236888335505736,-0.0143580440643442,-0.1303827468634742,0.4661608023099329,0.317314118740247,-1.2864559059578586,0.2744738301803158,-0.8002507135288145,-0.0074173837484931,1,0
-0.4814000303622749,-0.0040038845174547,-0.0745221385001564,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.1085300463052879,-0.0865034281270702,-0.3895524884500108,1.5191609898210263,0.2744738301803158,-0.8225820556858118,-0.00508841291404,0,1
2.07169073818728,-0.0039995510540825,-0.0271979256630492,-0.0527673841881949,-0.5572736842690243,-0.0205459810487217,-0.0142410652126046,-0.0195720558006007,-0.8602333507388746,1.2598029283272574,2.454366621747321,1.9420196375797647,-0.8225820556858118,-0.0106467299055441,1,0
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0518697659252596,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.1267406301037764,-0.4181019663892721,-0.3895524884500108,-0.8188530899947112,0.2744738301803158,-0.8225820556858118,-0.0092901644194967,0,1
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.1641419959457017,-0.0236888335505736,-0.0143580440643442,-0.1303827468634742,-0.0865034281270702,-0.3895524884500108,-0.3512502740315636,0.2744738301803158,1.2765641070719291,-0.0095339583530001,0,1
-0.4814000303622749,-0.003990884127338,-0.0695366600470733,-0.0437912015588416,1.8015164456709116,-0.0218426617078236,-0.014351662124591,-0.0611825284292175,0.4661608023099329,0.1995030175418707,0.5839553578947314,-0.9761855253692708,0.237141635764421,-0.0105700825703896,1,2
-0.4814000303622749,-0.0039952175907102,-0.0183283139126232,-0.0527673841881949,-0.1641419959457017,-0.0236888335505736,-0.0143580440643442,-0.0247613608322404,0.134562264047731,-0.3895524884500108,0.1163525419315838,0.2744738301803158,1.2765641070719291,0.0251646596561826,0,1
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0500745293993889,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,0.1901235279899248,8.092927182340576,4.440702660683418,1.051558173857879,0.2744738301803158,-0.8225820556858118,-0.0080441834923017,0,2
2.07169073818728,-0.0039995510540825,-0.0786753026752374,-0.0473816746105829,0.2289896923776208,-0.0233709076037942,-0.0143522582398427,-0.1267406301037764,-0.0865034281270702,-0.3895524884500108,0.5839553578947314,-0.9761855253692708,-0.802280835543087,-0.0105843962293643,1,0
2.07169073818728,-0.003990884127338,-0.0290727345922862,-0.0437912015588416,1.8015164456709116,-0.0236888335505736,-0.0143580440643442,-0.0502917456966058,0.4661608023099329,0.1995030175418707,1.051558173857879,-0.5592990735194086,2.3180167003937098,-0.0056087836774081,1,0
2.07169073818728,-0.003990884127338,-0.078851854188753,-0.0437912015588416,1.8015164456709116,-0.0235779193054921,-0.014317929014467,-0.1303827468634742,0.4661608023099329,0.1995030175418707,-1.2864559059578586,-0.9761855253692708,-0.8002507135288145,-0.0105885518077763,1,0
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.1230985133440787,-0.1970362742144708,-0.3895524884500108,-0.8188530899947112,0.2744738301803158,1.3415280115286483,-0.0105562306423497,1,2
2.07169073818728,-0.0039952175907102,-0.078851854188753,-0.0437912015588416,1.8015164456709116,-0.0236888335505736,-0.0143580440643442,-0.1303827468634742,0.4661608023099329,0.1995030175418707,-1.2864559059578586,-0.9761855253692708,-0.8002507135288145,-0.0105770085344096,1,0
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.0862114108881949,-0.8602333507388746,2.5557250415093966,-0.3512502740315636,0.2744738301803158,-0.8225820556858118,-0.0105033624503305,0,1
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.1230985133440787,0.134562264047731,-0.3895524884500108,-0.8188530899947112,0.2744738301803158,1.3415280115286483,-0.0105631566063697,1,2
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.1230985133440787,-0.1970362742144708,-0.3895524884500108,-0.8188530899947112,0.2744738301803158,1.3415280115286483,-0.0105645417991737,1,2
2.07169073818728,-0.003990884127338,-0.0667286502606825,-0.0437912015588416,1.8015164456709116,-0.0228899969838987,-0.0143378462769934,-0.1082881869892142,0.4661608023099329,0.1995030175418707,1.051558173857879,-0.9761855253692708,0.2391717577786935,-0.0105876283459069,1,0
2.07169073818728,-0.0039995510540825,-0.065938372057327,-0.0527673841881949,-0.5572736842690243,-0.0224967170843539,-0.014351697190194,-0.0860513569290285,-0.8602333507388746,1.2598029283272574,2.454366621747321,1.9420196375797647,-0.8225820556858118,-0.0106467299055441,1,0
-0.4814000303622749,-0.0039995510540825,-0.0764389835040399,-0.0473816746105829,0.2289896923776208,-0.0234610783450246,-0.014355238816101,-0.1303827468634742,-0.0865034281270702,-0.3895524884500108,-0.8188530899947112,-0.9761855253692708,-0.7373169310863678,-0.0105853196912336,1,2
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.1641419959457017,-0.0187421428873004,-0.0143557998657496,-0.0138350105531472,0.0240294179603304,-0.3895524884500108,0.5839553578947314,0.2744738301803158,1.2563263282421504,-0.0091555698520417,0,1
2.07169073818728,-0.0039995510540825,-0.0786668954603081,-0.0473816746105829,0.2289896923776208,-0.0228764502058735,-0.0143493127291874,-0.1267406301037764,-0.0865034281270702,-0.3895524884500108,0.1163525419315838,-0.9761855253692708,-0.8185218116572668,-0.0105903987315149,1,0
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.1641419959457017,-0.0236888335505736,-0.0143580440643442,-0.1267406301037764,-0.0865034281270702,-0.3895524884500108,-0.3512502740315636,0.2744738301803158,1.2562628869292043,-0.0105590010279577,0,1
-0.4814000303622749,-0.0039995510540825,-0.0297284973567726,-0.0527673841881949,-0.1641419959457017,-0.0236888335505736,-0.0143580440643442,-0.0502561781501244,-0.0865034281270702,-0.3895524884500108,1.051558173857879,0.2744738301803158,1.2765641070719291,-0.0076279330547006,0,1
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.1267406301037764,-0.4181019663892721,-0.3895524884500108,-1.7540587219210062,0.2744738301803158,-0.8225820556858118,-0.0106467299055441,0,1
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0437912015588416,-0.1641419959457017,-0.0236888335505736,-0.0143580440643442,-0.1158142798246833,0.0240294179603304,-0.3895524884500108,0.1163525419315838,0.2744738301803158,1.2765641070719291,-0.0094891704523375,0,1
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,0.0682442164620326,-0.8602333507388746,2.5557250415093966,0.1163525419315838,0.2744738301803158,-0.8225820556858118,-0.0106134852782482,0,1
-0.4814000303622749,-0.003990884127338,-0.077700065743437,-0.0437912015588416,1.8015164456709116,-0.0205193108294845,-0.0142665929716173,-0.0174771273128449,0.4661608023099329,0.1995030175418707,0.1163525419315838,-0.9761855253692708,0.237141635764421,-0.0105894752696456,1,2
-0.4814000303622749,-0.003990884127338,-0.078851854188753,-0.0437912015588416,1.8015164456709116,-0.0235736859373592,-0.0143324111085223,-0.1303827468634742,0.4661608023099329,0.1995030175418707,-1.2864559059578586,-0.9761855253692708,-0.7373169310863678,-0.0105885518077763,1,2
-0.4814000303622749,-0.0039995510540825,-0.0439450978022422,-0.0527673841881949,1.015253069024266,-0.0217103160365693,-0.0143548180288645,-0.0319317782028952,2.1241534936209425,0.8474640741329403,1.5191609898210263,0.2744738301803158,-0.8225820556858118,-0.0105648303810078,0,1
-0.4814000303622749,-0.003990884127338,-0.0783474212929941,-0.0437912015588416,1.8015164456709116,-0.023338310669171,-0.014317017308788,-0.1121721630649856,0.4661608023099329,0.1995030175418707,0.5839553578947314,-0.9761855253692708,0.237141635764421,-0.0105843962293643,1,2
-0.4814000303622749,-0.0039995510540825,-0.0293501726849535,-0.0527673841881949,-0.5572736842690243,-0.0210798087702781,-0.0143455607096621,-0.0318784268831731,-0.1970362742144708,-0.3895524884500108,1.051558173857879,0.2744738301803158,-0.8185218116572668,-0.0061942007861972,0,1
-0.4814000303622749,-0.0040038845174547,-0.0810041012106573,-0.0527673841881949,-0.5572736842690243,-0.0236888335505736,-0.0143580440643442,-0.083764363690273,-0.8602333507388746,2.5557250415093966,0.1163525419315838,0.2744738301803158,-0.8225820556858118,-0.0018168183764671,0,1
